AVG,Seconds,Milliseconds
05:43:04,0.0013637,
05:43:06,0.0013533,
05:43:08,0.0013512,
05:43:10,0.0014224,
05:43:12,0.0013977,
05:43:14,0.0014177,
05:43:16,0.0016417,
05:43:18,0.0013862,
05:43:20,0.0026412,
05:43:22,0.0014609,
05:43:24,0.0014055,
05:43:26,0.0014165,
05:43:28,0.0014333,
05:43:30,0.0014634,
05:43:32,0.0014820,
05:43:34,0.0014696,
05:43:36,0.0014598,
05:43:38,0.0015054,
05:43:40,0.0015384,
05:43:42,0.0014964,
05:43:44,0.0015046,
05:43:46,0.0015284,
05:43:48,0.0015448,
05:43:50,0.0015534,
05:43:52,0.0015526,
05:43:54,0.0015436,
05:43:56,0.0015684,
05:43:58,0.0015561,
05:44:00,0.0015996,
05:44:02,0.0015722,
05:44:04,0.0015746,
05:44:06,0.0015810,
05:44:08,0.0015633,
05:44:11,0.0016167,
05:44:13,0.0016137,
05:44:15,0.0016505,
05:44:17,0.0016229,
05:44:19,0.0016376,
05:44:21,0.0016590,
05:44:23,0.0016731,
05:44:25,0.0017179,
05:44:27,0.0016654,
05:44:29,0.0029596,
05:44:31,0.0016292,
05:44:33,0.0017374,
05:44:35,0.0017316,
05:44:37,0.0018012,
05:44:39,0.0017889,
05:44:41,0.0017826,
05:44:43,0.0017992,
05:44:45,0.0018105,
05:44:47,0.0018177,
05:44:49,0.0017824,
05:44:51,0.0016702,
05:44:53,0.0014339,
05:44:55,0.0013975,
05:44:57,0.0012271,
05:44:59,0.0011699,
05:45:01,0.0010965,
05:45:03,0.0011189,
05:45:05,0.0010327,
05:45:07,0.0009605,
05:45:09,0.0009569,
05:45:11,0.0008758,
05:45:13,0.0008181,
05:45:15,0.0008284,
05:45:17,0.0007866,
05:45:19,0.0007736,
05:45:21,0.0006963,
05:45:23,0.0007138,
05:45:25,0.0008195,
05:45:27,0.0007535,
05:45:29,0.0007093,
05:45:31,0.0007238,
05:45:33,0.0021240,
05:45:35,0.0006990,
05:45:37,0.0006818,
05:45:39,0.0007286,
05:45:41,0.0007521,
05:45:43,0.0007311,
05:45:45,0.0020745,
05:45:47,0.0007091,
05:45:49,0.0008033,
05:45:51,0.0007124,
05:45:53,0.0007889,
05:45:55,0.0007396,
05:45:57,0.0007333,
05:45:59,0.0007595,
05:46:01,0.0007317,
05:46:03,0.0007165,
05:46:05,0.0007361,
05:46:07,0.0007364,
05:46:09,0.0007343,
05:46:11,0.0007182,
05:46:13,0.0007453,
05:46:15,0.0006943,
05:46:17,0.0007507,
05:46:20,0.0007306,
05:46:22,0.0007630,
05:46:24,0.0024834,
05:46:26,0.0007982,
05:46:28,0.0008262,
05:46:30,0.0007698,
05:46:32,0.0007561,
05:46:34,0.0008013,
05:46:36,0.0007905,
05:46:38,0.0008086,
05:46:40,0.0008029,
05:46:42,0.0008494,
05:46:44,0.0008456,
05:46:46,0.0008525,
05:46:48,0.0008445,
05:46:50,0.0008665,
05:46:52,0.0008404,
05:46:54,0.0008483,
05:46:56,0.0009354,
05:46:58,0.0009045,
05:47:00,0.0008870,
05:47:02,0.0009046,
05:47:04,0.0009126,
05:47:06,0.0008747,
05:47:08,0.0008971,
05:47:10,0.0008974,
05:47:12,0.0008842,
05:47:14,0.0009602,
05:47:16,0.0008917,
05:47:18,0.0008781,
05:47:20,0.0009120,
05:47:22,0.0009294,
05:47:24,0.0009228,
05:47:26,0.0009628,
05:47:28,0.0009573,
05:47:30,0.0009450,
05:47:32,0.0009394,
05:47:34,0.0009348,
05:47:36,0.0009672,
05:47:38,0.0009246,
05:47:40,0.0009499,
05:47:42,0.0010033,
05:47:44,0.0009666,
05:47:46,0.0009534,
05:47:48,0.0009668,
05:47:50,0.0009777,
05:47:52,0.0009668,
05:47:54,0.0010089,
05:47:56,0.0009946,
05:47:58,-0.0033490,
05:48:00,0.0011573,
05:48:02,0.0010825,
05:48:04,0.0010069,
05:48:06,0.0010463,
05:48:08,0.0010681,
05:48:10,0.0011120,
05:48:12,0.0011161,
05:48:14,0.0010737,
05:48:16,0.0011968,
05:48:18,0.0011866,
05:48:20,0.0010476,
05:48:22,0.0024767,
05:48:24,0.0010639,
05:48:26,0.0010842,
05:48:29,0.0010995,
05:48:31,0.0011395,
05:48:33,0.0010921,
05:48:35,0.0010623,
05:48:37,0.0011101,
05:48:39,0.0010595,
05:48:41,0.0011882,
05:48:43,0.0011335,
05:48:45,0.0011344,
05:48:47,0.0011716,
05:48:49,0.0010445,
05:48:51,0.0011265,
05:48:53,0.0011874,
05:48:55,0.0011662,
05:48:57,0.0011898,
05:48:59,0.0011501,
05:49:01,0.0011881,
05:49:03,0.0011163,
05:49:05,0.0011889,
05:49:07,0.0011725,
05:49:09,0.0011104,
05:49:11,0.0011028,
05:49:13,0.0010921,
05:49:15,0.0010618,
05:49:17,0.0010444,
05:49:19,0.0022890,
05:49:21,0.0010620,
05:49:23,0.0010559,
05:49:25,0.0010363,
05:49:27,0.0010237,
05:49:29,0.0010068,
05:49:31,0.0010084,
05:49:33,0.0009920,
05:49:35,0.0010078,
05:49:37,0.0010272,
05:49:39,0.0009918,
05:49:41,0.0010193,
05:49:43,0.0010181,
05:49:45,0.0010196,
05:49:47,0.0010067,
05:49:49,0.0010197,
05:49:51,0.0010512,
05:49:53,0.0009919,
05:49:55,0.0010427,
05:49:57,0.0010403,
05:49:59,0.0010211,
05:50:01,0.0010948,
05:50:03,0.0010433,
05:50:05,0.0010361,
05:50:07,0.0010370,
05:50:09,0.0010802,
05:50:11,0.0010239,
05:50:13,0.0009991,
05:50:15,0.0009794,
05:50:17,0.0009876,
05:50:19,0.0009570,
05:50:21,0.0009250,
05:50:23,0.0009281,
05:50:25,0.0009216,
05:50:27,0.0009077,
05:50:29,0.0009948,
05:50:31,0.0009061,
05:50:33,0.0008918,
05:50:35,0.0008926,
05:50:38,0.0009188,
05:50:40,0.0009076,
05:50:42,0.0008819,
05:50:44,0.0009672,
05:50:46,0.0009475,
05:50:48,0.0009229,
05:50:50,0.0009207,
05:50:52,0.0009171,
05:50:54,0.0009359,
05:50:56,0.0009083,
05:50:58,0.0009200,
05:51:00,0.0009684,
05:51:02,0.0009362,
05:51:04,0.0009492,
05:51:06,0.0009498,
05:51:08,0.0009343,
05:51:10,0.0009888,
05:51:12,0.0009392,
05:51:14,0.0009551,
05:51:16,0.0009393,
05:51:18,0.0008982,
05:51:20,0.0008797,
05:51:22,0.0008904,
05:51:24,0.0008797,
05:51:26,0.0008725,
05:51:28,0.0008776,
05:51:30,0.0008839,
05:51:32,0.0008580,
05:51:34,0.0008682,
05:51:36,0.0008790,
05:51:38,0.0008786,
05:51:40,0.0008958,
05:51:42,0.0009324,
05:51:44,0.0008492,
05:51:46,0.0009121,
05:51:48,0.0008670,
05:51:50,0.0008136,
05:51:52,0.0008204,
05:51:54,0.0008460,
05:51:56,0.0008081,
05:51:58,0.0007844,
05:52:00,0.0008442,
05:52:02,0.0020533,
05:52:04,0.0006952,
05:52:06,0.0006889,
05:52:08,0.0006383,
05:52:10,0.0006232,
05:52:12,0.0006235,
05:52:14,0.0006081,
05:52:16,0.0006700,
05:52:18,0.0005534,
05:52:20,0.0004624,
05:52:22,0.0004263,
05:52:24,0.0003422,
05:52:26,0.0002615,
05:52:28,0.0002311,
05:52:30,0.0002078,
05:52:32,0.0001320,
05:52:34,0.0001389,
05:52:36,0.0000695,
05:52:38,0.0000756,
05:52:40,-0.0000268,
05:52:42,-0.0000240,
05:52:44,-0.0000303,
05:52:47,-0.0000387,
05:52:49,-0.0001319,
05:52:51,-0.0000969,
05:52:53,-0.0001533,
05:52:55,-0.0000111,
05:52:57,-0.0002558,
05:52:59,-0.0001874,
05:53:01,-0.0002169,
05:53:03,-0.0002521,
05:53:05,-0.0002965,
05:53:07,-0.0002797,
05:53:09,-0.0002194,
05:53:11,0.0009079,
05:53:13,-0.0003306,
05:53:15,-0.0003288,
05:53:17,-0.0003972,
05:53:19,-0.0004453,
05:53:21,-0.0004416,
05:53:23,-0.0004402,
05:53:25,-0.0004559,
05:53:27,-0.0004952,
05:53:29,-0.0004957,
05:53:31,-0.0005334,
05:53:33,-0.0005760,
05:53:35,-0.0005648,
05:53:37,-0.0006029,
05:53:39,-0.0006229,
05:53:41,-0.0006496,
05:53:43,-0.0006435,
05:53:45,-0.0006296,
05:53:47,-0.0006957,
05:53:49,-0.0006697,
05:53:51,-0.0007240,
05:53:53,-0.0007229,
05:53:55,-0.0007460,
05:53:57,-0.0007739,
05:53:59,-0.0007681,
05:54:01,-0.0007822,
05:54:03,-0.0008191,
05:54:05,-0.0007912,
05:54:07,-0.0008471,
05:54:09,-0.0007937,
05:54:11,-0.0008928,
05:54:13,-0.0009501,
05:54:15,-0.0009205,
05:54:17,-0.0009897,
05:54:19,0.0003920,
05:54:21,-0.0009127,
05:54:23,-0.0009877,
05:54:25,-0.0010250,
05:54:27,-0.0010234,
05:54:29,-0.0010026,
05:54:31,-0.0011859,
05:54:33,-0.0011686,
05:54:35,-0.0011319,
05:54:37,-0.0011828,
05:54:39,-0.0012153,
05:54:41,-0.0012704,
05:54:43,-0.0012894,
05:54:45,-0.0013388,
05:54:47,-0.0013097,
05:54:49,-0.0012910,
05:54:51,-0.0014555,
05:54:53,-0.0013653,
05:54:56,-0.0014686,
05:54:58,-0.0014528,
05:55:00,-0.0014053,
05:55:02,-0.0015258,
05:55:04,-0.0015294,
05:55:06,-0.0015181,
05:55:08,-0.0015993,
05:55:10,-0.0015466,
05:55:12,-0.0016014,
05:55:14,-0.0015952,
05:55:16,-0.0016508,
05:55:18,-0.0016270,
05:55:20,-0.0016927,
05:55:22,-0.0017014,
05:55:24,-0.0016545,
05:55:26,-0.0017018,
05:55:28,-0.0017534,
05:55:30,-0.0016915,
05:55:32,-0.0016675,
05:55:34,-0.0015356,
05:55:36,-0.0017755,
05:55:38,-0.0017582,
05:55:40,-0.0018546,
05:55:42,-0.0016932,
05:55:44,-0.0017752,
05:55:46,-0.0017558,
05:55:48,-0.0018714,
05:55:50,-0.0019472,
05:55:52,-0.0018980,
05:55:54,-0.0019456,
05:55:56,-0.0019083,
05:55:58,-0.0019150,
05:56:00,-0.0018508,
05:56:02,-0.0019548,
05:56:04,-0.0019937,
05:56:06,-0.0020113,
05:56:08,-0.0020328,
05:56:10,-0.0020528,
05:56:12,-0.0020361,
05:56:14,-0.0020089,
05:56:16,-0.0020234,
05:56:18,-0.0022028,
05:56:20,-0.0021400,
05:56:22,-0.0021242,
05:56:24,-0.0021569,
05:56:26,-0.0021339,
05:56:28,-0.0020886,
05:56:30,-0.0021780,
05:56:32,-0.0021626,
05:56:34,0.0006162,
05:56:36,-0.0021739,
05:56:38,-0.0021096,
05:56:40,-0.0023183,
05:56:42,-0.0023252,
05:56:44,-0.0022710,
05:56:46,-0.0023238,
05:56:48,-0.0023686,
05:56:50,-0.0023913,
05:56:52,-0.0024260,
05:56:54,-0.0024046,
05:56:56,-0.0024150,
05:56:58,-0.0024026,
05:57:00,-0.0024019,
05:57:02,-0.0024938,
05:57:05,-0.0025082,
05:57:07,-0.0025523,
05:57:09,-0.0025319,
05:57:11,-0.0025360,
05:57:13,-0.0025630,
05:57:15,-0.0025868,
05:57:17,-0.0025914,
05:57:19,-0.0010917,
05:57:21,-0.0026257,
05:57:23,-0.0026456,
05:57:25,-0.0026454,
05:57:27,-0.0026657,
05:57:29,-0.0026628,
05:57:31,-0.0026453,
05:57:33,-0.0026753,
05:57:35,-0.0027151,
05:57:37,-0.0026421,
05:57:39,-0.0023250,
05:57:41,-0.0020315,
05:57:43,-0.0018191,
05:57:45,-0.0016001,
05:57:47,-0.0014442,
05:57:49,-0.0013200,
05:57:51,-0.0012290,
05:57:53,-0.0011215,
05:57:55,-0.0009436,
05:57:57,-0.0008867,
05:57:59,-0.0007686,
05:58:01,-0.0006950,
05:58:03,-0.0007076,
05:58:05,-0.0006659,
05:58:07,-0.0006000,
05:58:09,-0.0005527,
05:58:11,-0.0004861,
05:58:13,-0.0004120,
05:58:15,-0.0004020,
05:58:17,-0.0003977,
05:58:19,-0.0003560,
05:58:21,-0.0003325,
05:58:23,-0.0002994,
05:58:25,-0.0003335,
05:58:27,-0.0003207,
05:58:29,-0.0003269,
05:58:31,-0.0003017,
05:58:33,-0.0003231,
05:58:35,-0.0003106,
05:58:37,-0.0002212,
05:58:39,-0.0003167,
05:58:41,-0.0002526,
05:58:43,-0.0003099,
05:58:45,-0.0002528,
05:58:47,-0.0002749,
05:58:49,-0.0003190,
05:58:51,-0.0003339,
05:58:53,-0.0002475,
05:58:55,-0.0002872,
05:58:57,-0.0002769,
05:58:59,-0.0003187,
05:59:01,-0.0003163,
05:59:03,-0.0003016,
05:59:05,-0.0003386,
05:59:07,-0.0003626,
05:59:09,-0.0003741,
05:59:11,-0.0003839,
05:59:14,-0.0003638,
05:59:16,-0.0003627,
05:59:18,-0.0003830,
05:59:20,-0.0003553,
05:59:22,-0.0003627,
05:59:24,-0.0003889,
05:59:26,-0.0004008,
05:59:28,-0.0003655,
05:59:30,-0.0003904,
05:59:32,0.0021601,
05:59:34,-0.0004267,
05:59:36,-0.0004017,
05:59:38,-0.0004039,
05:59:40,-0.0004144,
05:59:42,-0.0004269,
05:59:44,-0.0004224,
05:59:46,-0.0003405,
05:59:48,-0.0004364,
05:59:50,-0.0004447,
05:59:52,-0.0004420,
05:59:54,-0.0004495,
05:59:56,-0.0004618,
05:59:58,-0.0004697,
06:00:00,-0.0004399,
06:00:02,-0.0004698,
06:00:04,-0.0004398,
06:00:06,-0.0004984,
06:00:08,-0.0004901,
06:00:10,-0.0004700,
06:00:12,-0.0005033,
06:00:14,-0.0004700,
06:00:16,-0.0005111,
06:00:18,-0.0005205,
06:00:20,-0.0005195,
06:00:22,-0.0005238,
06:00:24,-0.0005334,
06:00:26,-0.0005355,
06:00:28,-0.0005490,
06:00:30,-0.0005523,
06:00:32,-0.0005420,
06:00:34,-0.0005355,
06:00:36,-0.0005434,
06:00:38,-0.0005799,
06:00:40,-0.0005986,
06:00:42,-0.0005657,
06:00:44,-0.0004663,
06:00:46,-0.0006161,
06:00:48,-0.0005219,
06:00:50,-0.0006048,
06:00:52,-0.0005919,
06:00:54,-0.0005046,
06:00:56,-0.0006041,
06:00:58,-0.0005848,
06:01:00,-0.0006151,
06:01:02,-0.0005845,
06:01:04,-0.0006047,
06:01:06,-0.0006066,
06:01:08,-0.0006116,
06:01:10,-0.0005804,
06:01:12,-0.0006027,
06:01:14,-0.0005820,
06:01:16,-0.0007160,
06:01:18,-0.0006464,
06:01:20,-0.0006413,
06:01:23,-0.0006079,
06:01:25,-0.0006033,
06:01:27,-0.0006419,
06:01:29,-0.0006523,
06:01:31,-0.0006378,
06:01:33,-0.0006859,
06:01:35,-0.0006890,
06:01:37,-0.0006333,
06:01:39,-0.0006633,
06:01:41,-0.0006808,
06:01:43,-0.0006672,
06:01:45,-0.0006695,
06:01:47,-0.0006943,
06:01:49,-0.0006919,
06:01:51,-0.0006715,
06:01:53,-0.0006939,
06:01:55,-0.0005946,
06:01:57,-0.0005285,
06:01:59,-0.0004609,
06:02:01,-0.0003718,
06:02:03,-0.0003383,
06:02:05,-0.0003062,
06:02:07,-0.0002819,
06:02:09,-0.0002666,
06:02:11,-0.0002346,
06:02:13,-0.0002318,
06:02:15,-0.0002053,
06:02:17,-0.0014571,
06:02:19,-0.0001093,
06:02:21,-0.0001362,
06:02:23,0.0012018,
06:02:25,-0.0000893,
06:02:27,-0.0001056,
06:02:29,-0.0001699,
06:02:31,-0.0001372,
06:02:33,-0.0001436,
06:02:35,-0.0001174,
06:02:37,-0.0000605,
06:02:39,-0.0001184,
06:02:41,-0.0000938,
06:02:43,-0.0001274,
06:02:45,-0.0000863,
06:02:47,-0.0001668,
06:02:49,-0.0001759,
06:02:51,-0.0000999,
06:02:53,-0.0000603,
06:02:55,-0.0001232,
06:02:57,-0.0001604,
06:02:59,-0.0000646,
06:03:01,-0.0000834,
06:03:03,-0.0000766,
06:03:05,-0.0000735,
06:03:07,-0.0000792,
06:03:09,-0.0000536,
06:03:11,-0.0000963,
06:03:13,-0.0001006,
06:03:15,-0.0001053,
06:03:17,-0.0001113,
06:03:19,-0.0001049,
06:03:21,-0.0001097,
06:03:23,-0.0001228,
06:03:25,-0.0000982,
06:03:27,-0.0001441,
06:03:29,-0.0000778,
06:03:32,-0.0000781,
06:03:34,-0.0000718,
06:03:36,-0.0001143,
06:03:38,-0.0001030,
06:03:40,-0.0000941,
06:03:42,-0.0001274,
06:03:44,-0.0003223,
06:03:46,-0.0000958,
06:03:48,-0.0001151,
06:03:50,-0.0000773,
06:03:52,-0.0000955,
06:03:54,-0.0001265,
06:03:56,-0.0000867,
06:03:58,-0.0001307,
06:04:00,-0.0001211,
06:04:02,-0.0001141,
06:04:04,-0.0001358,
06:04:06,-0.0001185,
06:04:08,-0.0001165,
06:04:10,-0.0001248,
06:04:12,-0.0000872,
06:04:14,-0.0001216,
06:04:16,-0.0000790,
06:04:18,-0.0000815,
06:04:20,-0.0000962,
06:04:22,-0.0001039,
06:04:24,-0.0001013,
06:04:26,-0.0001135,
06:04:28,-0.0001188,
06:04:30,-0.0000689,
06:04:32,-0.0001047,
06:04:34,-0.0001311,
06:04:36,-0.0001076,
06:04:38,-0.0000931,
06:04:40,-0.0001156,
06:04:42,-0.0001204,
06:04:44,-0.0001293,
06:04:46,-0.0001149,
06:04:48,-0.0001246,
06:04:50,-0.0001128,
06:04:52,-0.0000983,
06:04:54,-0.0001200,
06:04:56,-0.0001130,
06:04:58,-0.0000841,
06:05:00,0.0013079,
06:05:02,-0.0000913,
06:05:04,-0.0000732,
06:05:06,-0.0001052,
06:05:08,-0.0000894,
06:05:10,-0.0001109,
06:05:12,-0.0000536,
06:05:14,0.0011228,
06:05:16,-0.0001075,
06:05:18,-0.0000858,
06:05:20,-0.0000648,
06:05:22,-0.0001057,
06:05:24,-0.0001252,
06:05:26,-0.0001104,
06:05:28,-0.0000993,
06:05:30,-0.0000730,
06:05:32,-0.0000697,
06:05:34,-0.0012294,
06:05:36,-0.0000896,
06:05:38,-0.0000852,
06:05:41,-0.0000885,
06:05:43,-0.0000319,
06:05:45,-0.0000366,
06:05:47,-0.0000530,
06:05:49,-0.0000864,
06:05:51,-0.0000952,
06:05:53,-0.0000876,
06:05:55,-0.0000775,
06:05:57,-0.0000753,
06:05:59,0.0000233,
06:06:01,-0.0000227,
06:06:03,-0.0001218,
06:06:05,0.0000854,
06:06:07,-0.0000741,
06:06:09,-0.0000054,
06:06:11,-0.0000571,
06:06:13,-0.0000450,
06:06:15,0.0000185,
06:06:17,-0.0000417,
06:06:19,-0.0000566,
06:06:21,-0.0000628,
06:06:23,-0.0000461,
06:06:25,-0.0000652,
06:06:27,-0.0000717,
06:06:29,-0.0000481,
